temperature,potential_energy,radius_gyration,end_to_end
0.1,1.269149409080368,1.3946002294286315,1.9082967403782862
0.1642857142857143,9.562666444791125,1.477667251266958,3.3559890889496793
0.2285714285714286,25.343017248128135,1.9883062195508017,5.394287633805679
0.2928571428571429,23.537031959022144,1.9075882729259792,5.263242021142007
0.3571428571428572,29.228752820910724,2.079578105107848,3.3646095907385414
0.4214285714285715,30.472435324170263,2.353610743315081,5.969790625146236
0.48571428571428577,34.13991761484767,2.7488717954312127,6.963757549712568
0.55,35.36184736060221,2.880228844322129,6.486488985001033
0.6142857142857143,33.05659770255229,3.1606296317316827,8.715311503089866
0.6785714285714286,32.040775603505004,3.104820271213288,5.573275745799423
0.7428571428571429,37.12490111408932,2.8671285839963376,8.945341372512942
0.8071428571428572,37.35201732377443,3.0024445034973586,7.273679550434301
0.8714285714285716,37.77948452817613,3.177391375700211,5.340695339039773
0.9357142857142858,37.920926262502824,3.7877135316356036,9.898330121995485
1.0,37.018562509332654,4.111208993334639,8.737151067869565
