temperature,potential_energy,radius_gyration,end_to_end
0.1,-15.033165221088993,1.206639652852,1.7788088659837653
0.1642857142857143,3.1973139747155144,1.6073082288667755,4.122649403833462
0.2285714285714286,6.775542198579986,1.8576990566564737,4.93879280696384
0.2928571428571429,15.764145988472588,3.2059885255053375,4.961452055111778
0.3571428571428572,13.412073355364816,2.3347063757790387,2.3652746132293005
0.4214285714285715,15.263890131225777,3.992949624962223,9.496045975400813
0.48571428571428577,16.815737954970135,6.112876374078117,15.66997230530002
0.55,16.150751216293404,5.232689540347794,10.850703264278778
0.6142857142857143,19.8902597286387,4.54236494341736,7.53276778341775
0.6785714285714286,20.846657416829082,5.417606845457765,8.287256171956594
0.7428571428571429,20.091047273335484,5.115496406915902,14.855835863991523
0.8071428571428572,22.736535637105213,5.700835262730515,11.00930787145826
0.8714285714285716,23.003225798629696,5.299481883676889,8.38755397346499
0.9357142857142858,23.84009596011554,7.28657579088876,20.228424607739907
1.0,24.455445842191825,7.08056104409781,16.70639585423689
