temperature,potential_energy,radius_gyration,end_to_end
0.1,-4.720100539616799,1.3069088788149306,2.4609041001684626
0.1642857142857143,5.019345404335441,1.409086713252586,2.556805251382699
0.2285714285714286,17.757623579751847,1.6859283370979496,3.4331873002333015
0.2928571428571429,19.85072445074324,1.7505175753627724,3.2385467464058815
0.3571428571428572,24.740822977233336,2.148887940338153,4.810975624323877
0.4214285714285715,25.097665425013556,2.132157341037699,3.057673862241167
0.48571428571428577,23.134946209299073,2.5389713989892435,7.5617353977768405
0.55,27.304758822235474,3.3635233190652554,7.921813865516098
0.6142857142857143,31.417058712211105,3.051425539972045,8.318856667915432
0.6785714285714286,29.30809719033907,2.8042443982502387,6.456608435025004
0.7428571428571429,27.13270608036976,2.8372399332898115,4.940166496587353
0.8071428571428572,31.027951844745772,3.686180067408258,8.15855724843202
0.8714285714285716,32.34977742249421,3.653902624320897,8.628609552583944
0.9357142857142858,35.09368471815773,3.893378740395261,7.525968684320855
1.0,33.210176371372974,3.3211092347499807,6.782556726893243
