V_f (m^3),Work (J)
0.1924924924924925,-1436.997258420216
0.19269269269269274,-1438.9920643541996
0.1928928928928929,-1440.9839708645245
0.1930930930930931,-1442.9729851681857
0.1932932932932933,-1444.9591144567473
0.1934934934934935,-1446.9423658964774
0.1936936936936937,-1448.9227466284456
0.19389389389389391,-1450.9002637686472
0.19409409409409412,-1452.8749244081137
0.19429429429429432,-1454.8467356130236
0.19449449449449452,-1456.8157044248242
0.19469469469469472,-1458.7818378603333
0.19489489489489492,-1460.745142911852
0.19509509509509512,-1462.7056265472754
0.19529529529529532,-1464.6632957102256
0.19549549549549552,-1466.6181573201115
0.19569569569569573,-1468.5702182722885
0.1958958958958959,-1470.5194854381343
0.19609609609609613,-1472.4659656651788
0.1962962962962963,-1474.4096657771852
0.19649649649649653,-1476.3505925742825
0.1966966966966967,-1478.2887528330552
0.19689689689689693,-1480.2241533066585
0.1970970970970971,-1482.1568007249102
0.19729729729729734,-1484.0867017944074
0.1974974974974975,-1486.0138631986324
0.19769769769769774,-1487.9382915980364
0.1978978978978979,-1489.8599936301641
0.19809809809809814,-1491.7789759097411
0.19829829829829831,-1493.6952450287836
0.19849849849849852,-1495.6088075566909
0.19869869869869872,-1497.5196700403658
0.19889889889889892,-1499.427839004276
0.19909909909909912,-1501.3333209505895
0.19929929929929932,-1503.2361223592616
0.19949949949949952,-1505.1362496881334
0.19969969969969972,-1507.0337093730166
0.19989989989989992,-1508.9285078278099
0.20010010010010013,-1510.8206514445885
0.20030030030030033,-1512.710146593698
0.20050050050050053,-1514.596999623846
0.20070070070070073,-1516.4812168622025
0.20090090090090093,-1518.3628046145034
0.20110110110110113,-1520.2417691651256
0.2013013013013013,-1522.1181167771856
0.20150150150150153,-1523.9918536926518
0.2017017017017017,-1525.8629861324034
0.20190190190190194,-1527.731520296358
0.2021021021021021,-1529.5974623635304
0.20230230230230234,-1531.4608184921487
0.2025025025025025,-1533.3215948197335
0.20270270270270274,-1535.1797974631854
0.20290290290290292,-1537.0354325188846
0.20310310310310314,-1538.8885060627622
0.20330330330330332,-1540.7390241504202
0.20350350350350355,-1542.5869928171767
0.20370370370370372,-1544.432418078192
0.20390390390390392,-1546.2753059285358
0.20410410410410412,-1548.1156623432857
0.20430430430430432,-1549.9534932775923
0.20450450450450453,-1551.7888046667892
0.20470470470470473,-1553.6216024264595
0.20490490490490493,-1555.451892452543
0.20510510510510513,-1557.279680621397
0.20530530530530533,-1559.1049727898887
0.20550550550550553,-1560.9277747954914
0.20570570570570573,-1562.748092456342
0.20590590590590593,-1564.5659315713483
0.20610610610610614,-1566.3812979202578
0.20630630630630634,-1568.1941972637414
0.20650650650650654,-1570.004635343486
0.2067067067067067,-1571.8126178822529
0.20690690690690694,-1573.6181505839756
0.2071071071071071,-1575.4212391338367
0.20730730730730734,-1577.2218891983462
0.20750750750750752,-1579.020106425421
0.20770770770770774,-1580.8158964444706
0.20790790790790792,-1582.6092648664503
0.20810810810810815,-1584.4002172839764
0.20830830830830832,-1586.1887592713801
0.20850850850850855,-1587.9748963847815
0.20870870870870872,-1589.7586341621823
0.20890890890890895,-1591.5399781235405
0.20910910910910913,-1593.3189337708234
0.20930930930930935,-1595.0955065881212
0.20950950950950953,-1596.8697020416867
0.20970970970970973,-1598.6415255800277
0.20990990990990993,-1600.4109826339864
0.21011011011011013,-1602.1780786167938
0.21031031031031033,-1603.9428189241676
0.21051051051051053,-1605.7052089343713
0.21071071071071074,-1607.4652540082745
0.21091091091091094,-1609.2229594894648
0.21111111111111114,-1610.9783307042749
0.21131131131131134,-1612.7313729618945
0.21151151151151154,-1614.482091554401
0.21171171171171174,-1616.2304917568717
0.21191191191191194,-1617.9765788274208
0.21211211211211214,-1619.720358007291
0.21231231231231235,-1621.4618345209237
0.21251251251251252,-1623.2010135760002
0.21271271271271275,-1624.9379003635518
0.21291291291291292,-1626.6725000580009
0.21311311311311315,-1628.4048178172513
0.21331331331331332,-1630.1348587827258
0.21351351351351355,-1631.862628079456
0.21371371371371373,-1633.588130816147
0.21391391391391396,-1635.3113720852489
0.21411411411411413,-1637.0323569630136
0.21431431431431436,-1638.7510905095633
0.21451451451451453,-1640.4675777689674
0.21471471471471476,-1642.1818237692912
0.21491491491491493,-1643.8938335226712
0.21511511511511514,-1645.603612025389
0.21531531531531534,-1647.3111642579145
0.21551551551551554,-1649.0164951849995
0.21571571571571574,-1650.7196097557066
0.21591591591591594,-1652.4205129034997
0.21611611611611614,-1654.1192095463055
0.21631631631631634,-1655.8157045865682
0.21651651651651654,-1657.5100029113064
0.21671671671671675,-1659.2021093921985
0.21691691691691695,-1660.8920288856216
0.21711711711711715,-1662.579766232729
0.21731731731731735,-1664.2653262595052
0.21751751751751755,-1665.948713776825
0.21771771771771775,-1667.6299335805256
0.21791791791791792,-1669.3089904514522
0.21811811811811815,-1670.9858891555314
0.21831831831831833,-1672.6606344438183
0.21851851851851856,-1674.3332310525745
0.21871871871871873,-1676.0036837033151
0.21891891891891896,-1677.6719971028729
0.21911911911911913,-1679.3381759434449
0.21931931931931936,-1681.0022249026679
0.21951951951951953,-1682.6641486436704
0.21971971971971976,-1684.3239518151363
0.21991991991991994,-1685.9816390513483
0.22012012012012017,-1687.6372149722608
0.22032032032032034,-1689.2906841835475
0.22052052052052054,-1690.9420512766542
0.22072072072072074,-1692.5913208288823
0.22092092092092094,-1694.2384974034148
0.22112112112112114,-1695.8835855493817
0.22132132132132135,-1697.5265898019215
0.22152152152152155,-1699.1675146822322
0.22172172172172175,-1700.8063646976339
0.22192192192192195,-1702.4431443416108
0.22212212212212215,-1704.0778580938716
0.22232232232232235,-1705.710510420418
0.22252252252252255,-1707.341105773578
0.22272272272272275,-1708.9696485920633
0.22292292292292296,-1710.5961433010416
0.22312312312312316,-1712.220594312169
0.22332332332332333,-1713.8430060236512
0.22352352352352356,-1715.4633828203
0.22372372372372373,-1717.0817290735804
0.22392392392392396,-1718.6980491416675
0.22412412412412414,-1720.3123473694986
0.22432432432432436,-1721.9246280888178
0.22452452452452454,-1723.5348956182397
0.22472472472472477,-1725.1431542632781
0.22492492492492494,-1726.7494083164434
0.22512512512512514,-1728.3536620572404
0.22532532532532534,-1729.9559197522537
0.22552552552552554,-1731.5561856551706
0.22572572572572575,-1733.154464006869
0.22592592592592595,-1734.750759035436
0.22612612612612615,-1736.3450749562285
0.22632632632632635,-1737.937415971924
0.22652652652652655,-1739.5277862725618
0.22672672672672675,-1741.116190035612
0.22692692692692695,-1742.7026314259974
0.22712712712712715,-1744.2871145961608
0.22732732732732736,-1745.8696436861087
0.22752752752752756,-1747.4502228234649
0.22772772772772776,-1749.0288561234993
0.22792792792792796,-1750.6055476891956
0.22812812812812816,-1752.180301611294
0.22832832832832836,-1753.753121968329
0.22852852852852856,-1755.3240128266953
0.22872872872872876,-1756.8929782406728
0.22892892892892897,-1758.460022252491
0.22912912912912917,-1760.025148892357
0.22932932932932937,-1761.5883621785292
0.22952952952952957,-1763.149666117335
0.22972972972972977,-1764.7090647032294
0.22992992992992997,-1766.2665619188328
0.23013013013013017,-1767.8221617350034
0.23033033033033035,-1769.3758681108422
0.23053053053053055,-1770.927684993758
0.23073073073073075,-1772.4776163195208
0.23093093093093095,-1774.0256660122973
0.23113113113113115,-1775.5718379846808
0.23133133133133135,-1777.1161361377697
0.23153153153153155,-1778.6585643611595
0.23173173173173175,-1780.199126533053
0.23193193193193196,-1781.737826520251
0.23213213213213216,-1783.2746681782078
0.23233233233233236,-1784.809655351086
0.23253253253253256,-1786.3427918717925
0.23273273273273276,-1787.874081562022
0.23293293293293296,-1789.403528232295
0.23313313313313316,-1790.9311356820067
0.23333333333333336,-1792.456907699458
0.23353353353353357,-1793.980848061919
0.23373373373373377,-1795.502960535645
0.23393393393393397,-1797.0232488759373
0.23413413413413417,-1798.5417168271701
0.23433433433433437,-1800.0583681228459
0.23453453453453457,-1801.5732064856247
0.23473473473473477,-1803.0862356273626
0.23493493493493497,-1804.5974592491657
0.23513513513513518,-1806.1068810414313
0.23533533533533538,-1807.6145046838637
0.23553553553553558,-1809.1203338455364
0.23573573573573578,-1810.6243721849341
0.23593593593593595,-1812.1266233499732
0.23613613613613615,-1813.627090978051
0.23633633633633636,-1815.1257786960987
0.23653653653653656,-1816.6226901205973
0.23673673673673676,-1818.1178288576239
0.23693693693693696,-1819.6111985029027
0.23713713713713716,-1821.102802641837
0.23733733733733736,-1822.5926448495215
0.23753753753753756,-1824.0807286908375
0.23773773773773776,-1825.5670577204287
0.23793793793793797,-1827.0516354827769
0.23813813813813817,-1828.5344655122362
0.23833833833833837,-1830.0155513330544
0.23853853853853857,-1831.494896459432
0.23873873873873877,-1832.97250439553
0.23893893893893897,-1834.4483786355377
0.23913913913913917,-1835.9225226637018
0.23933933933933937,-1837.3949399543324
0.23953953953953958,-1838.8656339718912
0.23973973973973978,-1840.334608170992
0.23993993993993998,-1841.80186599644
0.24014014014014018,-1843.2674108832716
0.24034034034034038,-1844.731246256812
0.24054054054054058,-1846.1933755326602
0.24074074074074078,-1847.653802116788
0.24094094094094098,-1849.1125294055219
0.24114114114114119,-1850.5695607855994
0.24134134134134136,-1852.0248996342157
0.24154154154154156,-1853.478549319026
0.24174174174174176,-1854.9305131982278
0.24194194194194196,-1856.380794620557
0.24214214214214216,-1857.8293969253155
0.24234234234234237,-1859.2763234424547
0.24254254254254257,-1860.721577492548
0.24274274274274277,-1862.1651623868847
0.24294294294294297,-1863.6070814274483
0.24314314314314317,-1865.0473379069908
0.24334334334334337,-1866.4859351090531
0.24354354354354357,-1867.922876307979
0.24374374374374377,-1869.3581647689887
0.24394394394394397,-1870.7918037481809
0.24414414414414418,-1872.2237964925587
0.24434434434434438,-1873.654146240107
0.24454454454454458,-1875.0828562197735
0.24474474474474478,-1876.5099296515218
0.24494494494494498,-1877.935369746377
0.24514514514514518,-1879.3591797064535
0.24534534534534538,-1880.78136272495
0.24554554554554558,-1882.2019219862457
0.24574574574574579,-1883.620860665878
0.245945945945946,-1885.0381819305826
0.2461461461461462,-1886.4538889383696
0.2463463463463464,-1887.867984838484
0.2465465465465466,-1889.2804727715084
0.2467467467467468,-1890.6913558693313
0.24694694694694697,-1892.1006372552165
0.24714714714714717,-1893.5083200438319
0.24734734734734737,-1894.9144073412622
0.24754754754754757,-1896.3189022450497
0.24774774774774777,-1897.7218078442365
0.24794794794794797,-1899.1231272193604
0.24814814814814817,-1900.5228634425234
0.24834834834834837,-1901.9210195774037
0.24854854854854858,-1903.3175986792792
0.24874874874874878,-1904.7126037950857
0.24894894894894898,-1906.1060379633923
0.24914914914914918,-1907.4979042144903
0.24934934934934938,-1908.8882055703948
0.24954954954954958,-1910.276945044868
0.24974974974974978,-1911.664125643463
0.24994994994994998,-1913.0497503635354
0.2501501501501502,-1914.4338221942917
0.25035035035035036,-1915.816344116814
0.2505505505505506,-1917.1973191040665
0.2507507507507508,-1918.5767501209593
0.250950950950951,-1919.954640124346
0.25115115115115116,-1921.330992063075
