T,hard sphere,square well,lennard jones
470,4.935218096479841e+25,1.6410490132536566e+25,6.51832524555746e+24
471,4.935218096479841e+25,1.6489398534751227e+25,6.585968456810458e+24
472,4.935218096479841e+25,1.656793148773376e+25,6.653280730414737e+24
473,4.935218096479841e+25,1.6646091654104197e+25,6.720264344772432e+24
474,4.935218096479841e+25,1.6723881671454503e+25,6.786921557702932e+24
475,4.935218096479841e+25,1.680130415264097e+25,6.853254606673973e+24
476,4.935218096479841e+25,1.687836168607252e+25,6.919265709029124e+24
477,4.935218096479841e+25,1.6955056835995178e+25,6.984957062212416e+24
478,4.935218096479841e+25,1.7031392142772365e+25,7.050330843990156e+24
479,4.935218096479841e+25,1.7107370123161524e+25,7.115389212669533e+24
480,4.935218096479841e+25,1.7182993270586613e+25,7.180134307314317e+24
481,4.935218096479841e+25,1.7258264055407304e+25,7.244568247957931e+24
482,4.935218096479841e+25,1.7333184925183994e+25,7.308693135813656e+24
483,4.935218096479841e+25,1.740775830493952e+25,7.372511053481574e+24
484,4.935218096479841e+25,1.7481986597417063e+25,7.436024065153704e+24
485,4.935218096479841e+25,1.7555872183334772e+25,7.499234216815637e+24
486,4.935218096479841e+25,1.7629417421636674e+25,7.562143536445768e+24
487,4.935218096479841e+25,1.7702624649740223e+25,7.624754034212252e+24
488,4.935218096479841e+25,1.7775496183780734e+25,7.687067702666802e+24
489,4.935218096479841e+25,1.7848034318852046e+25,7.749086516936555e+24
490,4.935218096479841e+25,1.7920241329244403e+25,7.810812434912924e+24
491,4.935218096479841e+25,1.7992119468678814e+25,7.872247397438379e+24
492,4.935218096479841e+25,1.8063670970538406e+25,7.933393328490792e+24
493,4.935218096479841e+25,1.8134898048096575e+25,7.99425213536494e+24
494,4.935218096479841e+25,1.8205802894742199e+25,8.054825708852351e+24
495,4.935218096479841e+25,1.8276387684201723e+25,8.115115923418308e+24
496,4.935218096479841e+25,1.8346654570758387e+25,8.175124637376975e+24
497,4.935218096479841e+25,1.841660568946844e+25,8.234853693063758e+24
498,4.935218096479841e+25,1.8486243156374447e+25,8.29430491700617e+24
499,4.935218096479841e+25,1.8555569068716028e+25,8.353480120091932e+24
500,4.935218096479841e+25,1.8624585505137563e+25,8.412381097735083e+24
501,4.935218096479841e+25,1.869329452589304e+25,8.471009630040159e+24
502,4.935218096479841e+25,1.8761698173048686e+25,8.529367481964279e+24
503,4.935218096479841e+25,1.8829798470682477e+25,8.587456403476756e+24
504,4.935218096479841e+25,1.8897597425081086e+25,8.645278129717241e+24
505,4.935218096479841e+25,1.8965097024934641e+25,8.702834381151669e+24
506,4.935218096479841e+25,1.9032299241528415e+25,8.760126863726208e+24
507,4.935218096479841e+25,1.9099206028932393e+25,8.817157269019214e+24
508,4.935218096479841e+25,1.9165819324188147e+25,8.873927274391422e+24
509,4.935218096479841e+25,1.9232141047493543e+25,8.930438543134237e+24
510,4.935218096479841e+25,1.929817310238472e+25,8.986692724616046e+24
511,4.935218096479841e+25,1.9363917375916127e+25,9.042691454427055e+24
512,4.935218096479841e+25,1.942937573883771e+25,9.098436354521742e+24
513,4.935218096479841e+25,1.9494550045770405e+25,9.153929033360253e+24
514,4.935218096479841e+25,1.9559442135378924e+25,9.209171086047409e+24
515,4.935218096479841e+25,1.962405383054262e+25,9.26416409447044e+24
516,4.935218096479841e+25,1.9688386938523937e+25,9.318909627434865e+24
517,4.935218096479841e+25,1.9752443251134913e+25,9.373409240798576e+24
518,4.935218096479841e+25,1.981622454490142e+25,9.427664477604476e+24
519,4.935218096479841e+25,1.9879732581225387e+25,9.481676868211623e+24
520,4.935218096479841e+25,1.9942969106544946e+25,9.535447930424164e+24
521,4.935218096479841e+25,2.0005935852492617e+25,9.588979169619476e+24
522,4.935218096479841e+25,2.006863453605139e+25,9.642272078874288e+24
523,4.935218096479841e+25,2.0131066859708796e+25,9.695328139089155e+24
524,4.935218096479841e+25,2.019323451160941e+25,9.74814881911202e+24
525,4.935218096479841e+25,2.025513916570481e+25,9.800735575859498e+24
526,4.935218096479841e+25,2.0316782481902255e+25,9.853089854437413e+24
527,4.935218096479841e+25,2.037816610621129e+25,9.905213088259484e+24
528,4.935218096479841e+25,2.043929167088827e+25,9.957106699164523e+24
529,4.935218096479841e+25,2.050016079457953e+25,1.0008772097532535e+25
530,4.935218096479841e+25,2.056077508246252e+25,1.0060210682399263e+25
531,4.935218096479841e+25,2.062113612638514e+25,1.0111423841569325e+25
532,4.935218096479841e+25,2.0681245505003547e+25,1.0162412951728048e+25
533,4.935218096479841e+25,2.074110478391808e+25,1.0213179378551975e+25
534,4.935218096479841e+25,2.0800715515807646e+25,1.0263724476818115e+25
535,4.935218096479841e+25,2.0860079240562428e+25,1.0314049590511807e+25
536,4.935218096479841e+25,2.091919748541484e+25,1.0364156052933244e+25
537,4.935218096479841e+25,2.097807176506898e+25,1.0414045186803032e+25
538,4.935218096479841e+25,2.103670358182866e+25,1.0463718304366184e+25
539,4.935218096479841e+25,2.109509442572352e+25,1.0513176707495057e+25
540,4.935218096479841e+25,2.1153245774633836e+25,1.056242168779105e+25
541,4.935218096479841e+25,2.1211159094413862e+25,1.0611454526685032e+25
542,4.935218096479841e+25,2.126883583901353e+25,1.0660276495536855e+25
543,4.935218096479841e+25,2.132627745059876e+25,1.0708888855733246e+25
544,4.935218096479841e+25,2.1383485359670167e+25,1.0757292858785108e+25
545,4.935218096479841e+25,2.144046098518075e+25,1.0805489746423354e+25
546,4.935218096479841e+25,2.1497205734651586e+25,1.085348075069335e+25
547,4.935218096479841e+25,2.1553721004286616e+25,1.090126709404921e+25
548,4.935218096479841e+25,2.161000817908571e+25,1.0948849989446013e+25
549,4.935218096479841e+25,2.1666068632956783e+25,1.0996230640431233e+25
550,4.935218096479841e+25,2.172190372882611e+25,1.1043410241235514e+25
551,4.935218096479841e+25,2.177751481874764e+25,1.1090389976862102e+25
552,4.935218096479841e+25,2.1832903244010913e+25,1.1137171023175002e+25
553,4.935218096479841e+25,2.1888070335247687e+25,1.1183754546986608e+25
554,4.935218096479841e+25,2.1943017412537362e+25,1.123014170614407e+25
555,4.935218096479841e+25,2.1997745785511107e+25,1.1276333649614649e+25
556,4.935218096479841e+25,2.2052256753454708e+25,1.1322331517570214e+25
557,4.935218096479841e+25,2.2106551605410347e+25,1.1368136441470841e+25
558,4.935218096479841e+25,2.2160631620277036e+25,1.1413749544147126e+25
559,4.935218096479841e+25,2.221449806691006e+25,1.1459171939881914e+25
560,4.935218096479841e+25,2.226815220421893e+25,1.1504404734491066e+25
561,4.935218096479841e+25,2.2321595281264635e+25,1.1549449025403192e+25
562,4.935218096479841e+25,2.2374828537355382e+25,1.1594305901738387e+25
563,4.935218096479841e+25,2.2427853202141356e+25,1.1638976444386495e+25
564,4.935218096479841e+25,2.248067049570854e+25,1.1683461726083878e+25
565,4.935218096479841e+25,2.2533281628671117e+25,1.1727762811490037e+25
566,4.935218096479841e+25,2.2585687802263075e+25,1.177188075726281e+25
567,4.935218096479841e+25,2.2637890208428682e+25,1.1815816612133004e+25
568,4.935218096479841e+25,2.268989002991184e+25,1.1859571416978063e+25
569,4.935218096479841e+25,2.2741688440344515e+25,1.190314620489504e+25
570,4.935218096479841e+25,2.279328660433406e+25,1.1946542001272698e+25
571,4.935218096479841e+25,2.28446856775497e+25,1.198975982386279e+25
572,4.935218096479841e+25,2.289588680680772e+25,1.2032800682850692e+25
573,4.935218096479841e+25,2.2946891130156076e+25,1.2075665580924907e+25
574,4.935218096479841e+25,2.299769977695771e+25,1.2118355513346265e+25
575,4.935218096479841e+25,2.304831386797309e+25,1.216087146801607e+25
576,4.935218096479841e+25,2.309873451544173e+25,1.2203214425543543e+25
577,4.935218096479841e+25,2.3148962823162934e+25,1.2245385359312708e+25
578,4.935218096479841e+25,2.319899988657538e+25,1.2287385235547936e+25
579,4.935218096479841e+25,2.3248846792836032e+25,1.2329215013379861e+25
580,4.935218096479841e+25,2.329850462089803e+25,1.2370875644909466e+25
581,4.935218096479841e+25,2.334797444158785e+25,1.2412368075272197e+25
582,4.935218096479841e+25,2.3397257317681307e+25,1.2453693242700997e+25
583,4.935218096479841e+25,2.3446354303979077e+25,1.2494852078588872e+25
584,4.935218096479841e+25,2.3495266447381116e+25,1.253584550755078e+25
585,4.935218096479841e+25,2.3543994786960314e+25,1.2576674447484565e+25
586,4.935218096479841e+25,2.35925403540354e+25,1.2617339809631682e+25
587,4.935218096479841e+25,2.3640904172242873e+25,1.265784249863678e+25
588,4.935218096479841e+25,2.3689087257608374e+25,1.2698183412607223e+25
589,4.935218096479841e+25,2.373709061861695e+25,1.2738363443171336e+25
590,4.935218096479841e+25,2.3784915256282947e+25,1.2778383475536548e+25
591,4.935218096479841e+25,2.3832562164218695e+25,1.2818244388546605e+25
592,4.935218096479841e+25,2.38800323287028e+25,1.2857947054738224e+25
593,4.935218096479841e+25,2.3927326728747383e+25,1.289749234039752e+25
594,4.935218096479841e+25,2.39744463361649e+25,1.2936881105615013e+25
595,4.935218096479841e+25,2.402139211563388e+25,1.2976114204340859e+25
596,4.935218096479841e+25,2.406816502476432e+25,1.3015192484439194e+25
597,4.935218096479841e+25,2.411476601416192e+25,1.3054116787741812e+25
598,4.935218096479841e+25,2.4161196027492085e+25,1.309288795010129e+25
599,4.935218096479841e+25,2.42074560015429e+25,1.3131506801443853e+25
600,4.935218096479841e+25,2.425354686628759e+25,1.3169974165821175e+25
601,4.935218096479841e+25,2.4299469544946117e+25,1.3208290861462066e+25
602,4.935218096479841e+25,2.4345224954046413e+25,1.324645770082351e+25
603,4.935218096479841e+25,2.439081400348461e+25,1.3284475490641045e+25
604,4.935218096479841e+25,2.4436237596584932e+25,1.3322345031978614e+25
605,4.935218096479841e+25,2.4481496630158647e+25,1.3360067120278199e+25
606,4.935218096479841e+25,2.4526591994562668e+25,1.3397642545408587e+25
607,4.935218096479841e+25,2.45715245737573e+25,1.3435072091713651e+25
608,4.935218096479841e+25,2.4616295245363494e+25,1.3472356538060517e+25
609,4.935218096479841e+25,2.4660904880719387e+25,1.3509496657886743e+25
610,4.935218096479841e+25,2.4705354344936483e+25,1.3546493219247262e+25
611,4.935218096479841e+25,2.4749644496954837e+25,1.3583346984860833e+25
612,4.935218096479841e+25,2.479377618959795e+25,1.3620058712155974e+25
613,4.935218096479841e+25,2.48377502696271e+25,1.3656629153316454e+25
614,4.935218096479841e+25,2.4881567577794907e+25,1.3693059055326247e+25
615,4.935218096479841e+25,2.4925228948898366e+25,1.3729349160014138e+25
616,4.935218096479841e+25,2.496873521183153e+25,1.3765500204097662e+25
617,4.935218096479841e+25,2.5012087189637383e+25,1.3801512919227027e+25
618,4.935218096479841e+25,2.505528569955925e+25,1.3837388032028034e+25
619,4.935218096479841e+25,2.5098331553091743e+25,1.3873126264144834e+25
620,4.935218096479841e+25,2.5141225556031146e+25,1.3908728332282471e+25
621,4.935218096479841e+25,2.5183968508525142e+25,1.3944194948248558e+25
622,4.935218096479841e+25,2.5226561205122153e+25,1.3979526818994983e+25
623,4.935218096479841e+25,2.5269004434820207e+25,1.4014724646658484e+25
624,4.935218096479841e+25,2.531129898111514e+25,1.4049789128601806e+25
625,4.935218096479841e+25,2.5353445622048366e+25,1.40847209574536e+25
626,4.935218096479841e+25,2.5395445130254267e+25,1.4119520821148427e+25
627,4.935218096479841e+25,2.543729827300683e+25,1.4154189402966002e+25
628,4.935218096479841e+25,2.547900581226608e+25,1.418872738157033e+25
629,4.935218096479841e+25,2.552056850472394e+25,1.4223135431048325e+25
630,4.935218096479841e+25,2.55619871018494e+25,1.4257414220947955e+25
631,4.935218096479841e+25,2.560326234993365e+25,1.4291564416316267e+25
632,4.935218096479841e+25,2.5644394990134353e+25,1.4325586677736766e+25
633,4.935218096479841e+25,2.5685385758519652e+25,1.4359481661366554e+25
634,4.935218096479841e+25,2.5726235386111707e+25,1.4393250018973037e+25
635,4.935218096479841e+25,2.5766944598929796e+25,1.4426892397970336e+25
636,4.935218096479841e+25,2.580751411803295e+25,1.4460409441455449e+25
637,4.935218096479841e+25,2.5847944659562066e+25,1.4493801788243583e+25
638,4.935218096479841e+25,2.588823693478188e+25,1.4527070072903744e+25
639,4.935218096479841e+25,2.592839165012208e+25,1.4560214925793615e+25
640,4.935218096479841e+25,2.5968409507218394e+25,1.4593236973094263e+25
641,4.935218096479841e+25,2.6008291202953115e+25,1.4626136836844216e+25
642,4.935218096479841e+25,2.604803742949511e+25,1.4658915134973525e+25
643,4.935218096479841e+25,2.6087648874339615e+25,1.469157248133751e+25
644,4.935218096479841e+25,2.612712622034745e+25,1.4724109485749777e+25
645,4.935218096479841e+25,2.6166470145784083e+25,1.475652675401545e+25
646,4.935218096479841e+25,2.620568132435792e+25,1.4788824887963588e+25
647,4.935218096479841e+25,2.624476042525863e+25,1.4821004485479593e+25
648,4.935218096479841e+25,2.6283708113194828e+25,1.4853066140537275e+25
649,4.935218096479841e+25,2.6322525048431453e+25,1.488501044323043e+25
650,4.935218096479841e+25,2.636121188682669e+25,1.4916837979804382e+25
651,4.935218096479841e+25,2.639976927986875e+25,1.4948549332686946e+25
652,4.935218096479841e+25,2.6438197874712073e+25,1.498014508051927e+25
653,4.935218096479841e+25,2.6476498314213163e+25,1.5011625798186194e+25
654,4.935218096479841e+25,2.651467123696623e+25,1.5042992056846868e+25
655,4.935218096479841e+25,2.655271727733839e+25,1.5074244423964016e+25
656,4.935218096479841e+25,2.6590637065504423e+25,1.5105383463334128e+25
657,4.935218096479841e+25,2.662843122748143e+25,1.5136409735116483e+25
658,4.935218096479841e+25,2.6666100385162853e+25,1.5167323795862337e+25
659,4.935218096479841e+25,2.6703645156352394e+25,1.5198126198543616e+25
660,4.935218096479841e+25,2.674106615479756e+25,1.5228817492581568e+25
661,4.935218096479841e+25,2.6778363990222688e+25,1.525939822387474e+25
662,4.935218096479841e+25,2.681553926836192e+25,1.5289868934827305e+25
663,4.935218096479841e+25,2.68525925909917e+25,1.532023016437647e+25
664,4.935218096479841e+25,2.6889524555962948e+25,1.5350482448019942e+25
665,4.935218096479841e+25,2.6926335757233054e+25,1.5380626317843324e+25
666,4.935218096479841e+25,2.69630267848973e+25,1.5410662302546866e+25
667,4.935218096479841e+25,2.699959822522033e+25,1.5440590927472068e+25
668,4.935218096479841e+25,2.703605066066697e+25,1.5470412714628349e+25
669,4.935218096479841e+25,2.7072384669933e+25,1.550012818271892e+25
670,4.935218096479841e+25,2.710860082797553e+25,1.5529737847166973e+25
671,4.935218096479841e+25,2.714469970604302e+25,1.5559242220141262e+25
672,4.935218096479841e+25,2.7180681871705185e+25,1.5588641810581469e+25
673,4.935218096479841e+25,2.72165478888824e+25,1.5617937124223452e+25
674,4.935218096479841e+25,2.725229831787498e+25,1.56471286636244e+25
675,4.935218096479841e+25,2.728793371539217e+25,1.567621692818717e+25
676,4.935218096479841e+25,2.7323454634580766e+25,1.5705202414185463e+25
677,4.935218096479841e+25,2.735886162505351e+25,1.573408561478716e+25
678,4.935218096479841e+25,2.7394155232917253e+25,1.5762867020079266e+25
679,4.935218096479841e+25,2.742933600080076e+25,1.5791547117091252e+25
680,4.935218096479841e+25,2.746440446788238e+25,1.5820126389818924e+25
681,4.935218096479841e+25,2.749936116991736e+25,1.5848605319247466e+25
682,4.935218096479841e+25,2.7534206639264826e+25,1.5876984383375085e+25
683,4.935218096479841e+25,2.756894140491477e+25,1.5905264057235589e+25
684,4.935218096479841e+25,2.760356599251444e+25,1.5933444812921467e+25
685,4.935218096479841e+25,2.76380809243948e+25,1.5961527119606036e+25
686,4.935218096479841e+25,2.767248671959654e+25,1.5989511443566299e+25
687,4.935218096479841e+25,2.7706783893895807e+25,1.6017398248204596e+25
688,4.935218096479841e+25,2.774097295982997e+25,1.6045187994070778e+25
689,4.935218096479841e+25,2.777505442672283e+25,1.6072881138883999e+25
690,4.935218096479841e+25,2.78090288007097e+25,1.6100478137554172e+25
691,4.935218096479841e+25,2.78428965847624e+25,1.6127979442203136e+25
692,4.935218096479841e+25,2.7876658278713772e+25,1.615538550218623e+25
693,4.935218096479841e+25,2.791031437928216e+25,1.6182696764112843e+25
694,4.935218096479841e+25,2.7943865380095558e+25,1.6209913671867413e+25
695,4.935218096479841e+25,2.7977311771715545e+25,1.6237036666629757e+25
696,4.935218096479841e+25,2.8010654041661067e+25,1.6264066186895992e+25
697,4.935218096479841e+25,2.804389267443196e+25,1.629100266849808e+25
698,4.935218096479841e+25,2.807702815153212e+25,1.6317846544624258e+25
699,4.935218096479841e+25,2.8110060951492746e+25,1.6344598245838921e+25
700,4.935218096479841e+25,2.814299154989512e+25,1.6371258200102114e+25
701,4.935218096479841e+25,2.8175820419393296e+25,1.6397826832789042e+25
702,4.935218096479841e+25,2.820854802973651e+25,1.6424304566709566e+25
703,4.935218096479841e+25,2.8241174847791467e+25,1.6450691822127162e+25
704,4.935218096479841e+25,2.8273701337564323e+25,1.6476989016777834e+25
705,4.935218096479841e+25,2.830612796022266e+25,1.6503196565889394e+25
706,4.935218096479841e+25,2.8338455174116917e+25,1.652931488219946e+25
707,4.935218096479841e+25,2.837068343480198e+25,1.6555344375974416e+25
708,4.935218096479841e+25,2.8402813195058436e+25,1.65812854550275e+25
709,4.935218096479841e+25,2.8434844904913515e+25,1.6607138524737081e+25
710,4.935218096479841e+25,2.8466779011662038e+25,1.6632903988064405e+25
711,4.935218096479841e+25,2.8498615959887095e+25,1.6658582245571866e+25
712,4.935218096479841e+25,2.8530356191480473e+25,1.6684173695440222e+25
713,4.935218096479841e+25,2.856200014566297e+25,1.670967873348643e+25
714,4.935218096479841e+25,2.859354825900458e+25,1.6735097753180795e+25
715,4.935218096479841e+25,2.862500096544432e+25,1.6760431145664399e+25
716,4.935218096479841e+25,2.865635869631014e+25,1.678567929976595e+25
717,4.935218096479841e+25,2.8687621880338257e+25,1.681084260201892e+25
718,4.935218096479841e+25,2.8718790943692866e+25,1.6835921436678038e+25
719,4.935218096479841e+25,2.87498663099851e+25,1.6860916185736306e+25
720,4.935218096479841e+25,2.8780848400292234e+25,1.6885827228940969e+25
721,4.935218096479841e+25,2.881173763317659e+25,1.691065494381024e+25
722,4.935218096479841e+25,2.884253442470409e+25,1.69353997056494e+25
723,4.935218096479841e+25,2.8873239188463057e+25,1.696006188756676e+25
724,4.935218096479841e+25,2.890385233558232e+25,1.6984641860489665e+25
725,4.935218096479841e+25,2.8934374274749726e+25,1.7009139993180116e+25
726,4.935218096479841e+25,2.8964805412230015e+25,1.7033556652250768e+25
727,4.935218096479841e+25,2.899514615188267e+25,1.7057892202179852e+25
728,4.935218096479841e+25,2.902539689517989e+25,1.708214700532717e+25
729,4.935218096479841e+25,2.905555804122404e+25,1.710632142194888e+25
730,4.935218096479841e+25,2.908562998676502e+25,1.7130415810212876e+25
731,4.935218096479841e+25,2.9115613126217642e+25,1.7154430526213519e+25
732,4.935218096479841e+25,2.914550785167877e+25,1.7178365923986733e+25
733,4.935218096479841e+25,2.9175314552944223e+25,1.72022223555246e+25
734,4.935218096479841e+25,2.920503361752561e+25,1.7226000170789921e+25
735,4.935218096479841e+25,2.923466543066713e+25,1.7249699717730805e+25
736,4.935218096479841e+25,2.9264210375361973e+25,1.727332134229497e+25
737,4.935218096479841e+25,2.9293668832368666e+25,1.7296865388443715e+25
738,4.935218096479841e+25,2.9323041180227587e+25,1.7320332198166651e+25
739,4.935218096479841e+25,2.935232779527675e+25,1.7343722111495049e+25
740,4.935218096479841e+25,2.938152905166799e+25,1.7367035466515952e+25
741,4.935218096479841e+25,2.9410645321382677e+25,1.7390272599386132e+25
742,4.935218096479841e+25,2.943967697424748e+25,1.7413433844345271e+25
743,4.935218096479841e+25,2.9468624377949884e+25,1.7436519533729913e+25
744,4.935218096479841e+25,2.9497487898053623e+25,1.7459529997986696e+25
745,4.935218096479841e+25,2.952626789801397e+25,1.7482465565685524e+25
746,4.935218096479841e+25,2.955496473919283e+25,1.7505326563532957e+25
747,4.935218096479841e+25,2.958357878087392e+25,1.7528113316385168e+25
748,4.935218096479841e+25,2.9612110380277477e+25,1.7550826147261073e+25
749,4.935218096479841e+25,2.96405598925752e+25,1.7573465377354714e+25
750,4.935218096479841e+25,2.966892767090474e+25,1.7596031326048743e+25
751,4.935218096479841e+25,2.9697214066384328e+25,1.761852431092636e+25
752,4.935218096479841e+25,2.9725419428127147e+25,1.7640944647784154e+25
753,4.935218096479841e+25,2.975354410325557e+25,1.766329265064478e+25
754,4.935218096479841e+25,2.978158843691527e+25,1.7685568631768772e+25
755,4.935218096479841e+25,2.9809552772289414e+25,1.7707772901667083e+25
756,4.935218096479841e+25,2.983743745061238e+25,1.7729905769113257e+25
757,4.935218096479841e+25,2.986524281118365e+25,1.7751967541155204e+25
758,4.935218096479841e+25,2.9892969191381507e+25,1.7773958523127387e+25
759,4.935218096479841e+25,2.992061692667646e+25,1.7795879018662467e+25
760,4.935218096479841e+25,2.9948186350644913e+25,1.7817729329703099e+25
761,4.935218096479841e+25,2.997567779498225e+25,1.7839509756513636e+25
762,4.935218096479841e+25,3.0003091589516233e+25,1.786122059769148e+25
763,4.935218096479841e+25,3.0030428062220032e+25,1.7882862150178671e+25
764,4.935218096479841e+25,3.0057687539225217e+25,1.7904434709273242e+25
765,4.935218096479841e+25,3.008487034483472e+25,1.7925938568640384e+25
766,4.935218096479841e+25,3.011197680153552e+25,1.7947374020323717e+25
767,4.935218096479841e+25,3.0139007230011384e+25,1.7968741354756207e+25
768,4.935218096479841e+25,3.0165961949155394e+25,1.7990040860771362e+25
769,4.935218096479841e+25,3.0192841276082427e+25,1.8011272825613842e+25
770,4.935218096479841e+25,3.021964552614151e+25,1.803243753495067e+25
771,4.935218096479841e+25,3.024637501292815e+25,1.805353527288149e+25
772,4.935218096479841e+25,3.027303004829635e+25,1.8074566321949583e+25
773,4.935218096479841e+25,3.0299610942370703e+25,1.8095530963152053e+25
774,4.935218096479841e+25,3.03261180035585e+25,1.8116429475950592e+25
775,4.935218096479841e+25,3.0352551538561337e+25,1.8137262138281848e+25
776,4.935218096479841e+25,3.0378911852387085e+25,1.8158029226567373e+25
777,4.935218096479841e+25,3.0405199248361414e+25,1.8178731015724242e+25
778,4.935218096479841e+25,3.043141402813946e+25,1.819936777917496e+25
779,4.935218096479841e+25,3.0457556491717157e+25,1.8219939788857527e+25
780,4.935218096479841e+25,3.048362693744277e+25,1.8240447315235317e+25
781,4.935218096479841e+25,3.050962566202805e+25,1.8260890627307342e+25
782,4.935218096479841e+25,3.0535552960559557e+25,1.8281269992617506e+25
783,4.935218096479841e+25,3.0561409126509562e+25,1.8301585677264747e+25
784,4.935218096479841e+25,3.058719445174729e+25,1.8321837945912558e+25
785,4.935218096479841e+25,3.061290922654961e+25,1.8342027061798498e+25
786,4.935218096479841e+25,3.0638553739612016e+25,1.8362153286743808e+25
787,4.935218096479841e+25,3.0664128278059352e+25,1.8382216881162628e+25
788,4.935218096479841e+25,3.0689633127456346e+25,1.8402218104071647e+25
789,4.935218096479841e+25,3.0715068571818356e+25,1.8422157213099055e+25
790,4.935218096479841e+25,3.074043489362172e+25,1.844203446449403e+25
791,4.935218096479841e+25,3.07657323738141e+25,1.8461850113135617e+25
792,4.935218096479841e+25,3.0790961291825074e+25,1.8481604412541987e+25
793,4.935218096479841e+25,3.0816121925576e+25,1.850129761487928e+25
794,4.935218096479841e+25,3.084121455149042e+25,1.8520929970970479e+25
795,4.935218096479841e+25,3.0866239444504006e+25,1.8540501730304499e+25
796,4.935218096479841e+25,3.0891196878074604e+25,1.8560013141044676e+25
797,4.935218096479841e+25,3.0916087124192087e+25,1.8579464450037624e+25
798,4.935218096479841e+25,3.094091045338819e+25,1.859885590282185e+25
799,4.935218096479841e+25,3.096566713474632e+25,1.8618187743636232e+25
800,4.935218096479841e+25,3.099035743591108e+25,1.8637460215428754e+25
